uniq_obs_int_id	sample_sdi	n	n_mmdbs	n_nr_mmdbs	cdds	sfs_ids	cdds_B	sfs_ids_B	single	self_lca	lca_level	lca_tax	lca_name	lca_depth
51953	(60859, 2)	2	2	1	ARM	271584	Cadherin_C	250323	0	1	species	10090	Mus musculus	32
51954	(51526, 1)	1	1	1	Cadherin_C	250323	ARM	271584	1	1	species	10090	Mus musculus	32
51976	(51214, 2)	2	1	1	Cadherin_C	250323	ARM	272164	0	1	species	10090	Mus musculus	32
51978	(51214, 3)	2	1	1	Cadherin_C	250323	ARM	272164	0	1	species	10090	Mus musculus	32
51965	(51515, 23)	1	1	1	ARM	272164			1	1	species	10090	Mus musculus	32
51966	(51521, 24)	1	1	1	ARM	272164			1	1	species	10090	Mus musculus	32
51970	(51220, 4)	1	1	1	Cadherin_C	250323	ARM	272164	1	1	species	10090	Mus musculus	32
51982	(51214, 1)	1	1	1	Cadherin_C	250323	ARM	271584	1	1	species	10090	Mus musculus	32
628238	(709985, 2)	24	8	3	IGPD	260369			0	0	no rank	131567	cellular organisms	2
628237	(631670, 3)	24	8	3	IGPD	260369			0	0	no rank	131567	cellular organisms	2
620098	(631670, 4)	4	2	1	IGPD	260369			0	0	species	1773	Mycobacterium tuberculosis	12
628236	(631651, 2)	31	10	5	IGPD	260369			0	0	no rank	131567	cellular organisms	2
576329	(354796, 2)	2	1	1	RcbX	202210			0	1	species	3702	Arabidopsis thaliana	22
52045	(385971, 9)	1	1	1	MYSc_type_II	260327	EFh	271644	1	1	species	9031	Gallus gallus	34
361075	(124330, 5)	81	41	7	Transketolase_C	251527	TPP_PYR_DXS_TK_like,TPP_PYR_E1-PDHc-beta_like	264357	0	0	no rank	131567	cellular organisms	2
52108	(50441, 10)	1	1	1	Ig	271729	IgV_CTLA-4		1	1	species	9606	Homo sapiens	32
576508	(470479, 4)	5	5	3	IL6	261299	FN3	271942	0	1	species	9606	Homo sapiens	32
576509	(287846, 3)	6	6	4	FN3	271942	IL6	261299	0	1	species	9606	Homo sapiens	32
576512	(662429, 1)	5	5	3	IL6	261299	IL12p40_C	255976	0	1	species	9606	Homo sapiens	32
576513	(54028, 2)	5	5	3	IL12p40_C	255976	IL6	261299	0	1	species	9606	Homo sapiens	32
576538	(249800, 3)	1	1	1	IL15	251257	FN3	271942	1	1	species	9606	Homo sapiens	32
576539	(265368, 1)	1	1	1	FN3	271942	IL15	251257	1	1	species	9606	Homo sapiens	32
394898	(371670, 3)	7	2	2	Reovirus_M2	253498	Sigma_1_2	145958	0	1	no rank	128987	Grass carp reovirus	8
576582	(553261, 2)	58	29	16	APPBP1_RUB,Aos1_SUMO,Apg7,ThiF_MoeB_HesA_family,Uba2_SUMO,Uba3_RUB	271786	APPBP1_RUB,Aos1_SUMO,Uba2_SUMO,Uba3_RUB		0	0	no rank	131567	cellular organisms	2
576583	(553261, 1)	1	1	1	Apg7	271786	Autophagy_act_C	202841	1	1	no rank	559292	Saccharomyces cerevisiae S288c	15
385820	(329976, 1)	4	2	1	DUF600	262238			0	0	species	86665	Bacillus halodurans	9
52328	(625950, 6)	3	1	1	TNF	271426	IgV_L_kappa	271729	0	1	species	9606	Homo sapiens	32
576684	(117879, 4)	13	6	5	Flavi_E_C	213392	Flavi_glycoprot	250191	0	0	genus	11051	Flavivirus	6
398413	(65494, 3)	26	10	8	Flavi_glycoprot	250191	Flavi_E_C	213392	0	0	no rank	1	root	2
576688	(86735, 12)	13	6	5	Flavi_glycoprot	250191			0	0	genus	11051	Flavivirus	6
576689	(463355, 14)	13	6	5	Flavi_glycoprot	250191			0	0	genus	11051	Flavivirus	6
220433	(88542, 1)	22	11	1	IPP_Isomerase	271487			0	1	species	562	Escherichia coli	9
585957	(562700, 2)	11	3	1	Peptidase_A22B	260890			0	1	no rank	368407	Methanoculleus marisnigri JR1	10
52929	(448365, 1)	4	2	1	ICAM_N	252248			0	1	species	9606	Homo sapiens	32
335343	(265363, 1)	3	3	1	IL4	271725	IL4Ra_N	150046	0	1	species	9606	Homo sapiens	32
335344	(265365, 1)	3	3	1	IL4Ra_N	150046	IL4	271725	0	1	species	9606	Homo sapiens	32
52471	(373073, 5)	5	1	1	STKc_TGFbR1_ACVR1b_ACVR1c	271873	TGF_beta_GS	261376	0	1	species	9606	Homo sapiens	32
52507	(50460, 5)	1	1	1	AAT_I	271826	AAT_like		1	1	species	4081	Solanum lycopersicum	24
52510	(50464, 5)	1	1	1	AAT_I	271826	AAT_like		1	1	species	4081	Solanum lycopersicum	24
52523	(50468, 5)	2	1	1	AAT_I	271826	AAT_like		0	1	species	4081	Solanum lycopersicum	24
52528	(84636, 4)	4	2	1	AAT_I	271826			0	1	species	4081	Solanum lycopersicum	24
52534	(50472, 1)	2	1	1	Anemone_cytotox	148147			0	1	species	6106	Actinia equina	14
71936	(28975, 3)	2	2	1	Myosin_N	251504	EFh	271644	0	1	species	31199	Argopecten irradians	17
446193	(389697, 2)	6	3	3	Sema_4D,Sema_7A	271776			0	1	species	9606	Homo sapiens	32
52634	(216493, 1)	1	1	1	Ribosomal_S18	260389	Ribosomal_S6	260412	1	1	species	274	Thermus thermophilus	9
587112	(144854, 3)	42	12	6	AAK_NAGK-C,AAK_NAGS-ABP	271488			0	0	no rank	131567	cellular organisms	2
52676	(434042, 1)	1	1	1	Ribosomal_S18	260389	Ribosomal_S6	260412	1	1	species	274	Thermus thermophilus	9
625346	(664818, 1)	4	1	1	COG2140	271884	Cupin_1		0	1	no rank	224308	Bacillus subtilis subsp. subtilis str. 168	12
52721	(434072, 1)	1	1	1	Ribosomal_S18	260389	Ribosomal_S6	260412	1	1	species	274	Thermus thermophilus	9
577043	(459181, 1)	27	9	3	Reo_sigma1	216636			0	0	family	10880	Reoviridae	4
482333	(448310, 2)	14	6	1	Robl_LC7	260680			0	1	no rank	300852	Thermus thermophilus HB8	10
52751	(190780, 63)	1	1	1	Ran	271875	ARM	272164	1	1	species	9606	Homo sapiens	32
52752	(56670, 2)	1	1	1	ARM	272164	Ran	271875	1	1	species	9606	Homo sapiens	32
52754	(56671, 1)	1	1	1	IBN_N	262079	Ran	271875	1	1	species	9606	Homo sapiens	32
52801	(434085, 4)	12	4	1	HDC	261779			0	1	species	1593	Lactobacillus sp. 30A	9
52796	(434081, 3)	12	4	1	HDC	261779			0	1	species	1593	Lactobacillus sp. 30A	9
52803	(325636, 3)	1	1	1	HDC	261779			1	1	species	1593	Lactobacillus sp. 30A	9
52809	(325636, 4)	1	1	1	HDC	261779			1	1	species	1593	Lactobacillus sp. 30A	9
52812	(325639, 3)	1	1	1	HDC	261779			1	1	species	1593	Lactobacillus sp. 30A	9
52817	(325639, 4)	1	1	1	HDC	261779			1	1	species	1593	Lactobacillus sp. 30A	9
52822	(325642, 3)	1	1	1	HDC	261779			1	1	species	1593	Lactobacillus sp. 30A	9
624523	(51952, 1)	3	3	3	CIDE_N,CIDE_N_CAD	261332	CIDE_N_ICAD		0	0	superorder	314146	Euarchontoglires	23
52934	(55312, 1)	1	1	1	Tropomyosin_1	271888			1	1	species	9031	Gallus gallus	34
52935	(55313, 1)	1	1	1	Tropomyosin_1	271888			1	1	species	9031	Gallus gallus	34
577230	(632145, 2)	1	1	1	Myotoxins	109859			1	1	subspecies	8732	Crotalus durissus terrificus	33
577231	(632144, 3)	1	1	1	Myotoxins	109859			1	1	subspecies	8732	Crotalus durissus terrificus	33
577233	(632144, 1)	2	1	1	Myotoxins	109859			0	1	subspecies	8732	Crotalus durissus terrificus	33
8825	(237833, 1)	2	1	1	Octopine_DH	251217			0	1	species	79670	Arthrobacter sp. 1C	11
52973	(297582, 5)	1	1	1	Peptidase_C1A	271462	TY	260218	1	1	species	9606	Homo sapiens	32
52974	(36659, 2)	1	1	1	TY	260218	Peptidase_C1A	271462	1	1	species	9606	Homo sapiens	32
52976	(36656, 1)	1	1	1	Peptidase_C1	271462	Peptidase_C1A		1	1	species	9606	Homo sapiens	32
52978	(207615, 6)	2	1	1	SIRT5_Af1_CobB	260250			0	1	species	2234	Archaeoglobus fulgidus	9
96211	(64624, 11)	1	1	1	Transpeptidase	271911			1	1	species	1280	Staphylococcus aureus	9
52984	(89974, 3)	2	1	1	Pep_deformylase	260286			0	1	no rank	83333	Escherichia coli K-12	10
642812	(694129, 5)	8	1	1	CARD_RIG-I_r2	265437	CARD_IPS1		0	1	species	9606	Homo sapiens	32
627400	(118976, 1)	24	12	5	PRK06046,PRK07589,SDR	271874			0	0	no rank	131567	cellular organisms	2
53079	(56042, 1)	1	1	1	Thrombin_light	117938	Tryp_SPc	272004	1	1	species	9913	Bos taurus	30
58032	(54878, 2)	2	1	1	APH	271873			0	1	species	1351	Enterococcus faecalis	9
96235	(99625, 2)	2	1	1	Trigger_N	253331			0	1	species	562	Escherichia coli	9
223000	(177484, 2)	5	5	1	TrHb	271881			0	1	species	1773	Mycobacterium tuberculosis	12
533143	(552708, 1)	1	1	1	RPOLCX	260672	RNAP_II_RPB3	264356	1	1	species	4932	Saccharomyces cerevisiae	14
217693	(99092, 1)	28	14	4	LuxS,PRK02260	260630			0	0	superkingdom	2	Bacteria	3
577492	(549820, 1)	2	2	1	MED6	261188	Med17	255795	0	1	no rank	559292	Saccharomyces cerevisiae S288c	15
577493	(577703, 3)	4	4	1	Med8	255837	MED6,Med6	261188	0	0	species	4932	Saccharomyces cerevisiae	14
577494	(549804, 2)	2	2	1	MED6	261188	Med8	255837	0	1	no rank	559292	Saccharomyces cerevisiae S288c	15
577495	(549805, 2)	2	2	1	Med11	255875	Med17	255795	0	1	no rank	559292	Saccharomyces cerevisiae S288c	15
577502	(549811, 2)	4	4	1	Med8	255837	Med17	255795	0	0	species	4932	Saccharomyces cerevisiae	14
577503	(549795, 1)	3	3	1	Med8	255837	Med18	255466	0	0	species	4932	Saccharomyces cerevisiae	14
577504	(178583, 4)	2	2	1	Med18	255466	Med8	255837	0	1	no rank	559292	Saccharomyces cerevisiae S288c	15
577505	(178593, 2)	6	6	3	Med18	255466	Med20	254921	0	0	species	4932	Saccharomyces cerevisiae	14
577506	(178592, 1)	6	6	3	Med20	254921	Med18	255466	0	0	species	4932	Saccharomyces cerevisiae	14
96330	(85609, 1)	8	4	1	Glyco_transf_64	255252			0	1	species	10090	Mus musculus	32
53217	(407133, 12)	1	1	1	MHC_II_alpha	243283	NBD_sugar-kinase_HSP70_actin	271791	1	1	species	10090	Mus musculus	32
533177	(552753, 2)	1	1	1	RPOLCX	260672	RNA_pol_B_RPB2	272138	1	1	species	4932	Saccharomyces cerevisiae	14
53352	(239535, 4)	2	1	1	Phage_Coat_Gp8	253168			0	1	species	10864	Enterobacteria phage fd	6
53345	(239535, 2)	2	1	1	Phage_Coat_Gp8	253168			0	1	species	10864	Enterobacteria phage fd	6
53360	(239536, 3)	2	1	1	Phage_Coat_Gp8	253168			0	1	species	10864	Enterobacteria phage fd	6
53361	(239536, 2)	2	1	1	Phage_Coat_Gp8	253168			0	1	species	10864	Enterobacteria phage fd	6
53364	(239536, 4)	2	1	1	Phage_Coat_Gp8	253168			0	1	species	10864	Enterobacteria phage fd	6
53388	(239538, 4)	2	1	1	Phage_Coat_Gp8	253168			0	1	species	10868	Enterobacteria phage If1	6
53387	(239538, 3)	2	1	1	Phage_Coat_Gp8	253168			0	1	species	10868	Enterobacteria phage If1	6
53385	(239538, 2)	2	1	1	Phage_Coat_Gp8	253168			0	1	species	10868	Enterobacteria phage If1	6
53386	(239538, 1)	2	1	1	Phage_Coat_Gp8	253168			0	1	species	10868	Enterobacteria phage If1	6
53400	(239539, 6)	2	1	1	VIII	222773			0	1	species	10867	Enterobacteria phage Ike	6
53392	(239539, 1)	4	1	1	VIII	222773			0	1	species	10867	Enterobacteria phage Ike	6
53403	(239539, 4)	2	1	1	VIII	222773			0	1	species	10867	Enterobacteria phage Ike	6
53404	(239539, 3)	2	1	1	VIII	222773			0	1	species	10867	Enterobacteria phage Ike	6
53412	(239540, 4)	2	1	1	Phage_Coat_B	147508			0	1	species	10871	Pseudomonas phage Pf1	6
53408	(239540, 3)	2	1	1	Phage_Coat_B	147508			0	1	species	10871	Pseudomonas phage Pf1	6
53409	(239540, 2)	2	1	1	Phage_Coat_B	147508			0	1	species	10871	Pseudomonas phage Pf1	6
53410	(239540, 1)	2	1	1	Phage_Coat_B	147508			0	1	species	10871	Pseudomonas phage Pf1	6
474686	(162942, 1)	12	6	4	TPK	271972			0	0	no rank	33154	Opisthokonta	4
490608	(469564, 2)	2	1	1	HmuY	264506			0	1	no rank	435590	Bacteroides vulgatus ATCC 8482	11
668920	(693002, 1)	30	15	5	M20_bAS	271761			0	0	no rank	131567	cellular organisms	2
53530	(64773, 1)	4	2	1	KorB_C	115283			0	1	species	562	Escherichia coli	9
577838	(528277, 1)	1	1	1	Peptidase_C15	271444			1	1	no rank	406818	Xenorhabdus bovienii SS-2004	10
577839	(528278, 1)	1	1	1	Peptidase_C15	271444			1	1	no rank	406818	Xenorhabdus bovienii SS-2004	10
577840	(528277, 2)	1	1	1	Peptidase_C15	271444			1	1	no rank	406818	Xenorhabdus bovienii SS-2004	10
577841	(528280, 1)	1	1	1	Peptidase_C15	271444			1	1	no rank	406818	Xenorhabdus bovienii SS-2004	10
577842	(528278, 2)	1	1	1	Peptidase_C15	271444			1	1	no rank	406818	Xenorhabdus bovienii SS-2004	10
577843	(528279, 1)	1	1	1	Peptidase_C15	271444			1	1	no rank	406818	Xenorhabdus bovienii SS-2004	10
577844	(528279, 2)	1	1	1	Peptidase_C15	271444			1	1	no rank	406818	Xenorhabdus bovienii SS-2004	10
577845	(528280, 2)	1	1	1	Peptidase_C15	271444			1	1	no rank	406818	Xenorhabdus bovienii SS-2004	10
642668	(468871, 3)	82	40	10	Calici_coat_C	254799			0	0	genus	142786	Norovirus	6
183749	(474077, 3)	4	1	1	nsp7	254995	nsp8	254996	0	1	no rank	227859	SARS coronavirus	10
358486	(332238, 3)	2	1	1	RfbC	271884			0	1	no rank	207559	Desulfovibrio alaskensis G20	11
53790	(60193, 2)	2	1	1	PEPCK_ATP	271454			0	1	species	5693	Trypanosoma cruzi	9
598996	(650493, 6)	8	4	1	Bet_v1-like	271753			0	1	species	3880	Medicago truncatula	23
508076	(577939, 2)	1	1	1	Sarcolipin	114108	Cation_ATPase_C	250058	1	1	species	9986	Oryctolagus cuniculus	28
53844	(27163, 2)	3	1	1	MHCassoc_trimer	149781			0	1	species	9606	Homo sapiens	32
53840	(27164, 2)	3	1	1	MHCassoc_trimer	149781			0	1	species	9606	Homo sapiens	32
578209	(579536, 1)	4	1	1	RhoGEF	261352			0	1	species	10090	Mus musculus	32
578271	(539270, 4)	14	7	3	Sema_3A,Sema_6A	271776			0	1	species	10090	Mus musculus	32
53962	(59355, 1)	1	1	1	LHC	249956			1	1	species	1074	Rhodoblastus acidophilus	9
53963	(59356, 1)	1	1	1	LHC	249956			1	1	species	1074	Rhodoblastus acidophilus	9
53964	(59355, 2)	1	1	1	LHC	249956			1	1	species	1074	Rhodoblastus acidophilus	9
53965	(59357, 1)	1	1	1	LHC	249956			1	1	species	1074	Rhodoblastus acidophilus	9
578267	(539296, 1)	1	1	1	Sema_plexin_A2	271776	CUB	260156	1	1	species	10090	Mus musculus	32
578268	(112036, 6)	1	1	1	CUB	260156	Sema_plexin_A2	271776	1	1	species	10090	Mus musculus	32
578269	(394214, 4)	6	5	4	Sema,Sema_plexin_A2	271776	Sema_3A,Sema_4D,Sema_6A		0	0	superorder	314146	Euarchontoglires	23
578270	(94679, 4)	4	4	3	Sema_3A,Sema_4D,Sema_6A	271776	Sema,Sema_plexin_A2		0	0	superorder	314146	Euarchontoglires	23
578284	(539281, 5)	6	1	1	Sema_plexin_A2	271776			0	1	species	10090	Mus musculus	32
578286	(539286, 2)	4	1	1	Sema_plexin_A2	271776	PSI	261365	0	1	species	10090	Mus musculus	32
53988	(59359, 2)	1	1	1	LHC	249956			1	1	species	1074	Rhodoblastus acidophilus	9
578280	(539310, 1)	4	1	1	PSI	261365	Sema_plexin_A2	271776	0	1	species	10090	Mus musculus	32
578332	(529381, 1)	1	1	1	WXG100	271572	WXG100_ESAT6		1	1	no rank	83332	Mycobacterium tuberculosis H37Rv	13
578333	(529382, 1)	1	1	1	WXG100_ESAT6	271572	WXG100		1	1	no rank	83332	Mycobacterium tuberculosis H37Rv	13
588421	(576897, 2)	8	3	3	DUF4488	259006			0	0	genus	816	Bacteroides	9
588423	(576896, 1)	12	3	3	DUF4488	259006			0	0	genus	816	Bacteroides	9
54125	(297375, 4)	2	1	1	TPP_PYR_E1-PDHc-beta_like	264357			0	1	species	13773	Pyrobaculum aerophilum	9
645123	(688086, 3)	4	2	2	LMWPc	260195			0	0	superkingdom	2	Bacteria	3
551268	(489869, 1)	2	1	1	GAF_3	271935			0	1	no rank	208963	Pseudomonas aeruginosa UCBPP-PA14	11
578494	(539393, 1)	2	1	1	SGNH_hydrolase	260768			0	1	no rank	226186	Bacteroides thetaiotaomicron VPI-5482	11
81077	(3996, 3)	1	1	1	Repressor_Mnt	151862	Arc	252215	1	1	species	10754	Enterobacteria phage P22	7
620736	(632649, 1)	8	4	3	DRE_TIM_HOA	271877	DmpG_comm	149094	0	0	superkingdom	2	Bacteria	3
9038	(27275, 4)	1	1	1	UCR_TM	251620	Cytochrome_b_N	271526	1	1	species	9913	Bos taurus	30
647417	(276298, 4)	10	10	2	Cytochrome_b_N	271526	petG	179084	0	0	phylum	1117	Cyanobacteria	4
647419	(305046, 3)	10	10	2	cytochrome_b_C	260248	petG	179084	0	0	phylum	1117	Cyanobacteria	4
578527	(573584, 2)	1	1	1	petG	179084	cytochrome_b_C	260248	1	1	species	83541	Mastigocladus laminosus	7
578528	(573583, 2)	1	1	1	petM	183354	petG	179084	1	1	species	83541	Mastigocladus laminosus	7
578529	(573584, 1)	1	1	1	petG	179084	petM	183354	1	1	species	83541	Mastigocladus laminosus	7
647423	(201130, 8)	15	13	3	cytochrome_b_C	260248	PRK02693,petA	261620	0	0	no rank	131567	cellular organisms	2
647424	(108682, 5)	15	13	3	PRK02693,petA	261620	cytochrome_b_C	260248	0	0	no rank	131567	cellular organisms	2
647425	(574962, 3)	11	11	3	PRK02693,petA	261620	PetN	202753	0	0	no rank	131567	cellular organisms	2
647427	(573591, 4)	14	13	3	PRK02693,petA	261620	CytB6-F_Fe-S	255047	0	0	no rank	131567	cellular organisms	2
647428	(574966, 3)	12	11	2	CytB6-F_Fe-S	255047	PRK02693	261620	0	0	phylum	1117	Cyanobacteria	4
647435	(211528, 11)	15	13	3	Cytochrome_b_N	271526	cytochrome_b_C	260248	0	0	no rank	131567	cellular organisms	2
647436	(700452, 9)	15	13	3	cytochrome_b_C	260248	Cytochrome_b_N	271526	0	0	no rank	131567	cellular organisms	2
587932	(147622, 8)	3	3	1	Cytochrome_b_N	271526	PetN	202753	0	1	species	83541	Mastigocladus laminosus	7
578545	(573585, 5)	1	1	1	PetN	202753	Cytochrome_b_N	271526	1	1	species	83541	Mastigocladus laminosus	7
647439	(73431, 10)	15	13	3	Cytochrome_b_N	271526	CytB6-F_Fe-S	255047	0	0	no rank	131567	cellular organisms	2
647441	(201116, 5)	11	11	3	cytochrome_b_C	260248	PetN	202753	0	0	no rank	131567	cellular organisms	2
578555	(573585, 3)	1	1	1	PetN	202753	cytochrome_b_C	260248	1	1	species	83541	Mastigocladus laminosus	7
578556	(574960, 6)	1	1	1	cytochrome_b_C	260248	CytB6-F_Fe-S	255047	1	1	species	83541	Mastigocladus laminosus	7
578557	(201121, 2)	1	1	1	CytB6-F_Fe-S	255047	cytochrome_b_C	260248	1	1	species	83541	Mastigocladus laminosus	7
647443	(700452, 7)	20	11	3	cytochrome_b_C	260248	Rieske_cytochrome_b6f	260709	0	0	no rank	131567	cellular organisms	2
644045	(285393, 5)	84	43	11	Rieske_cytochrome_b6f,Rieske_cytochrome_bc1	260709	cytochrome_b_C	260248	0	0	no rank	131567	cellular organisms	2
608295	(148508, 5)	40	17	7	AtoD,CoA_trans	271472	CoA_trans,SugarP_isomerase,pcaJ_scoB_fam		0	0	no rank	131567	cellular organisms	2
225765	(241568, 1)	20	10	3	IL10	261311			0	0	no rank	1	root	2
9050	(27278, 4)	1	1	1	UcrQ	202478	cytochrome_b_C	260248	1	1	species	9913	Bos taurus	30
620730	(632643, 2)	8	4	3	DmpG_comm	149094	DRE_TIM_HOA	271877	0	0	superkingdom	2	Bacteria	3
9064	(27280, 1)	1	1	1	Ubiq-Cytc-red_N	255212	Peptidase_M16	250047	1	1	species	9913	Bos taurus	30
578691	(563309, 1)	1	1	1	HLH	260178			1	1	species	9606	Homo sapiens	32
578692	(563310, 1)	1	1	1	HLH	260178			1	1	species	9606	Homo sapiens	32
578704	(573599, 3)	1	1	1	petG	179084	Cytochrome_b_N	271526	1	1	species	83541	Mastigocladus laminosus	7
578708	(573599, 1)	1	1	1	petG	179084	petM	183354	1	1	species	83541	Mastigocladus laminosus	7
578712	(573600, 4)	1	1	1	PetN	202753	PRK02693	261620	1	1	species	83541	Mastigocladus laminosus	7
578720	(573600, 2)	1	1	1	PetN	202753	petM	183354	1	1	species	83541	Mastigocladus laminosus	7
578724	(573600, 5)	1	1	1	PetN	202753	Cytochrome_b_N	271526	1	1	species	83541	Mastigocladus laminosus	7
647440	(574966, 5)	13	11	2	CytB6-F_Fe-S	255047	Cytochrome_b_N	271526	0	0	phylum	1117	Cyanobacteria	4
578734	(573600, 3)	1	1	1	PetN	202753	cytochrome_b_C	260248	1	1	species	83541	Mastigocladus laminosus	7
608291	(148544, 1)	38	16	6	SugarP_isomerase,pcaJ_scoB_fam	271472	AtoD,CoA_trans		0	0	no rank	131567	cellular organisms	2
578773	(528298, 2)	1	1	1	SDR	271874			1	1	no rank	266834	Sinorhizobium meliloti 1021	11
578774	(528296, 2)	1	1	1	SDR	271874			1	1	no rank	266834	Sinorhizobium meliloti 1021	11
620762	(631681, 2)	4	1	1	DUF1832	244732			0	1	no rank	340184	Escherichia coli B7A	10
620752	(631679, 3)	4	1	1	DUF1832	244732			0	1	no rank	340184	Escherichia coli B7A	10
578792	(528299, 2)	2	1	1	SDR	271874			0	1	no rank	266834	Sinorhizobium meliloti 1021	11
578794	(528299, 1)	2	1	1	SDR	271874			0	1	no rank	266834	Sinorhizobium meliloti 1021	11
608289	(148512, 1)	42	18	8	AtoD,CoA_trans,PRK09920	271472			0	0	no rank	131567	cellular organisms	2
614090	(101063, 1)	90	32	23	CSHase,YcaC_related,cysteine_hydrolases,isochorismatase,nicotinamidase_related	260273			0	0	no rank	131567	cellular organisms	2
620764	(631689, 2)	8	1	1	DUF1832	244732			0	1	no rank	340184	Escherichia coli B7A	10
54573	(35745, 1)	1	1	1	IlGF_like	261293			1	1	species	9606	Homo sapiens	32
54574	(35746, 1)	1	1	1	IlGF_like	261293			1	1	species	9606	Homo sapiens	32
54575	(35747, 1)	1	1	1	IlGF_like	261293			1	1	species	9606	Homo sapiens	32
579146	(559936, 1)	12	6	1	5_nucleotid_C	251581			0	1	species	9606	Homo sapiens	32
9104	(27304, 1)	1	1	1	UCR_UQCRX_QCR9	253167	UCR_TM	251620	1	1	species	9913	Bos taurus	30
578956	(578661, 2)	1	1	1	Sarcolipin	114108	Cation_ATPase_C	250058	1	1	species	9986	Oryctolagus cuniculus	28
620781	(409520, 4)	2	1	1	PRK10005	271706	PAS	271998	0	1	no rank	83333	Escherichia coli K-12	10
620782	(658921, 1)	2	1	1	PAS	271998	PRK10005	271706	0	1	no rank	83333	Escherichia coli K-12	10
579017	(551034, 1)	1	1	1	DUF2051	255521			1	1	species	9606	Homo sapiens	32
579018	(551035, 1)	1	1	1	DUF2051	255521			1	1	species	9606	Homo sapiens	32
96503	(87067, 1)	1	1	1	FCP1_C	255278	TFIIF_alpha	253391	1	1	species	9606	Homo sapiens	32
57316	(632087, 4)	8	4	1	TGT	267577			0	1	species	53953	Pyrococcus horikoshii	9
185068	(153573, 4)	20	5	1	Isoaspartyl-dipeptidase	271457			0	1	species	562	Escherichia coli	9
441265	(265846, 2)	8	4	4	CCP_MauG	251759			0	0	phylum	1224	Proteobacteria	4
267765	(204310, 216)	3	2	2	Ig,IgV_L_kappa	271729	FA58C	271832	0	1	species	9606	Homo sapiens	32
54786	(253828, 6)	1	1	1	FA58C	271832	IgV_L_kappa	271729	1	1	species	9606	Homo sapiens	32
54788	(54542, 7)	1	1	1	FA58C	271832	Ig	271729	1	1	species	9606	Homo sapiens	32
54836	(97745, 5)	2	1	1	AAA	271875	Rep_fac_C	254867	0	1	species	2261	Pyrococcus furiosus	9
54834	(57879, 3)	2	1	1	Rep_fac_C	254867	AAA	271875	0	1	species	2261	Pyrococcus furiosus	9
126208	(168486, 4)	3	2	2	Rep_fac_C	254867	AAA	271875	0	0	no rank	131567	cellular organisms	2
126209	(591538, 3)	3	2	2	AAA	271875	Rep_fac_C	254867	0	0	no rank	131567	cellular organisms	2
198754	(57878, 3)	14	4	3	Rep_fac_C	254867			0	0	no rank	131567	cellular organisms	2
198762	(168518, 2)	11	4	3	Rep_fac_C	254867			0	0	no rank	131567	cellular organisms	2
185059	(153576, 3)	10	5	1	Isoaspartyl-dipeptidase	271457			0	1	species	562	Escherichia coli	9
54847	(57891, 1)	2	1	1	Rep_fac_C	254867			0	1	species	2261	Pyrococcus furiosus	9
141504	(112568, 1)	6	3	1	Trehalase	271809	GH94N_ChBP_like	266507	0	1	species	671	Vibrio proteolyticus	9
607996	(209734, 4)	80	43	3	Cu_amine_oxid	250421	Cu_amine_oxidN3	202361	0	0	no rank	131567	cellular organisms	2
185063	(322620, 5)	20	5	1	Isoaspartyl-dipeptidase	271457			0	1	species	562	Escherichia coli	9
579307	(381555, 1)	22	11	3	Gly_His_Pro_Ser_Thr_tRS_core	271452			0	0	genus	374	Bradyrhizobium	8
579271	(381558, 2)	8	4	1	Gly_His_Pro_Ser_Thr_tRS_core	271452	PP-binding	271681	0	1	no rank	224911	Bradyrhizobium diazoefficiens USDA 110	10
579257	(578672, 1)	1	1	1	PP-binding	271681	Gly_His_Pro_Ser_Thr_tRS_core	271452	1	1	no rank	224911	Bradyrhizobium diazoefficiens USDA 110	10
614889	(46871, 19)	2	1	1	LYZ1	271440	b4GalT	271710	0	1	species	9606	Homo sapiens	32
55074	(229876, 45)	2	1	1	PTKc_InsR	271873			0	1	species	9606	Homo sapiens	32
572780	(574870, 2)	5	5	3	Ig2_IL1R2_like,Ig2_IL1R_like	271729	IL1	241605	0	1	species	9606	Homo sapiens	32
8450	(216810, 4)	6	3	1	rubredoxin	260256			0	1	species	1501	Clostridium pasteurianum	9
55138	(61774, 1)	1	1	1	Omega_Repress	149046			1	1	species	1314	Streptococcus pyogenes	9
579571	(174143, 14)	1	1	1	Cytochrome_b_N	271526	PRK02693	261620	1	1	species	103690	Nostoc sp. PCC 7120	8
579572	(305048, 9)	1	1	1	PRK02693	261620	Cytochrome_b_N	271526	1	1	species	103690	Nostoc sp. PCC 7120	8
579574	(574971, 4)	1	1	1	PetN	202753	PRK02693	261620	1	1	species	103690	Nostoc sp. PCC 7120	8
579579	(574969, 3)	1	1	1	petM	183354	PetN	202753	1	1	species	103690	Nostoc sp. PCC 7120	8
579580	(574971, 2)	1	1	1	PetN	202753	petM	183354	1	1	species	103690	Nostoc sp. PCC 7120	8
647787	(591017, 2)	5	2	1	ThuA	271410			0	1	no rank	411479	Bacteroides uniformis ATCC 8492	11
579594	(574971, 3)	1	1	1	PetN	202753	cytochrome_b_C	260248	1	1	species	103690	Nostoc sp. PCC 7120	8
203141	(166811, 1)	8	4	3	ACAD,AXO	271680			0	0	superkingdom	2759	Eukaryota	3
600100	(708829, 6)	18	7	3	Glyco_hydro_2_N	251564			0	0	no rank	131567	cellular organisms	2
